target_species,target_species_c,cospecies_scientific_name,cospecies_family,cospecies_acronym,cospecies_nativity,cospecies_c,cospecies_w,cospecies_physiognomy,cospecies_duration,cospecies_common_name
Symphyotrichum lateriflorum,4,Sagittaria latifolia,Alismataceae,SAGLAT,native,3,-2,forb,perennial,duck-potato
Symphyotrichum lateriflorum,4,Salix amygdaloides,Salicaceae,SALAMY,native,4,-1,tree,perennial,peach-leaf willow
Symphyotrichum lateriflorum,4,Salix interior,Salicaceae,SALINT,native,2,-1,shrub,perennial,sandbar willow
Symphyotrichum lateriflorum,4,Schoenoplectus tabernaemontani,Cyperaceae,SCHTAB,native,3,-2,sedge,perennial,soft-stem club-rush
Symphyotrichum lateriflorum,4,Scirpus atrovirens,Cyperaceae,SCIATV,native,4,-2,sedge,perennial,dark-green bulrush
Symphyotrichum lateriflorum,4,Solidago altissima,Asteraceae,SOLALT,native,1,1,forb,perennial,tall goldenrod
Symphyotrichum lateriflorum,4,Sparganium eurycarpum,Sparganiaceae,SPAEUR,native,5,-2,forb,perennial,broad-fruit burr-reed
Symphyotrichum lateriflorum,4,Symphyotrichum puniceum,Asteraceae,ASTPUN,native,8,-2,forb,perennial,purple-stem american-aster
Symphyotrichum lateriflorum,4,Toxicodendron radicans ssp. negundo,Anacardiaceae,TOXRADN,native,2,0,vine,perennial,eastern poison-ivy
Symphyotrichum lateriflorum,4,Ulmus americana,Ulmaceae,ULMAME,native,3,-1,tree,perennial,american elm
Symphyotrichum lateriflorum,4,Utricularia gibba,Lentibulariaceae,UTRGIB,native,8,-2,forb,perennial,humped bladderwort
Symphyotrichum lateriflorum,4,Viburnum lentago,Caprifoliaceae,VIBLEN,native,4,0,shrub,perennial,nanny-berry
Symphyotrichum lateriflorum,4,Vitis riparia,Vitaceae,VITRIP,native,1,-1,vine,perennial,river-bank grape
Symphyotrichum lateriflorum,4,Agrimonia parviflora,Rosaceae,AGRPAR,native,4,-1,forb,perennial,harvestlice
Symphyotrichum lateriflorum,4,Amphicarpaea bracteata,Fabaceae,AMPBRA,native,5,0,vine,annual,american hog-peanut
Symphyotrichum lateriflorum,4,Apios americana,Fabaceae,APIAME,native,5,-1,forb,perennial,groundnut
Symphyotrichum lateriflorum,4,Apocynum cannabinum,Apocynaceae,APOCAN,native,2,0,forb,perennial,indian-hemp
Symphyotrichum lateriflorum,4,Asclepias incarnata,Asclepiadaceae,ASCINC,native,3,-2,forb,perennial,swamp milkweed
Symphyotrichum lateriflorum,4,Asclepias syriaca,Asclepiadaceae,ASCSYR,native,0,1,forb,perennial,common milkweed
Symphyotrichum lateriflorum,4,Boehmeria cylindrica,Urticaceae,BOECYL,native,5,-2,forb,perennial,small-spike false nettle
Symphyotrichum lateriflorum,4,Calamagrostis canadensis,Poaceae,CALCAN,native,6,-2,grass,perennial,bluejoint
Symphyotrichum lateriflorum,4,Calystegia sepium,Convolvulaceae,CALSEP,native,1,0,forb,perennial,hedge false bindweed
Symphyotrichum lateriflorum,4,Carex comosa,Cyperaceae,CXCOMO,native,5,-2,sedge,perennial,bearded sedge
Symphyotrichum lateriflorum,4,Carex lacustris,Cyperaceae,CXLACU,native,5,-2,sedge,perennial,lakebank sedge
Symphyotrichum lateriflorum,4,Carex lurida,Cyperaceae,CXLURI,native,5,-2,sedge,perennial,sallow sedge
Symphyotrichum lateriflorum,4,Carex stricta,Cyperaceae,CXSTRI,native,5,-2,sedge,perennial,uptight sedge
Symphyotrichum lateriflorum,4,Carex vulpinoidea,Cyperaceae,CXVULP,native,2,-1,sedge,perennial,common fox sedge
Symphyotrichum lateriflorum,4,Cephalanthus occidentalis,Rubiaceae,CEPOCC,native,5,-2,shrub,perennial,common buttonbush
Symphyotrichum lateriflorum,4,Cicuta bulbifera,Apiaceae,CICBUL,native,8,-2,forb,perennial,bulblet-bearing water-hemlock
Symphyotrichum lateriflorum,4,Cirsium arvense,Asteraceae,CIRARV,non-native,0,1,forb,perennial,canadian thistle
Symphyotrichum lateriflorum,4,Clematis virginiana,Ranunculaceae,CLEVIR,native,4,0,vine,perennial,devils-darning-needles
Symphyotrichum lateriflorum,4,Cornus obliqua,Cornaceae,COROBL,native,5,-1,shrub,perennial,pale dogwood
Symphyotrichum lateriflorum,4,Cornus racemosa,Cornaceae,CORRAC,native,1,0,shrub,perennial,gray dogwood
Symphyotrichum lateriflorum,4,Daucus carota,Apiaceae,DAUCAR,non-native,0,2,forb,biennial,queen annes lace
Symphyotrichum lateriflorum,4,Desmodium paniculatum,Fabaceae,DESPAN,native,6,1,forb,perennial,panicled-leaf tick-trefoil
Symphyotrichum lateriflorum,4,Dichanthelium clandestinum,Poaceae,DICCLA,native,4,-1,grass,perennial,deer-tongue rosette grass
Symphyotrichum lateriflorum,4,Elaeagnus umbellata,Elaeagnaceae,ELAUMB,non-native,0,2,shrub,perennial,autumn-olive
Symphyotrichum lateriflorum,4,Eleocharis palustris,Cyperaceae,ELEERY,native,1,-2,sedge,perennial,common spike-rush
Symphyotrichum lateriflorum,4,Elymus canadensis,Poaceae,ELYCAN,native,4,1,grass,perennial,nodding wild rye
Symphyotrichum lateriflorum,4,Epilobium coloratum,Onagraceae,EPICOL,native,3,-2,forb,perennial,purple-leaf willowherb
Symphyotrichum lateriflorum,4,Equisetum arvense,Equisetaceae,EQUARV,native,0,0,fern,perennial,field horsetail
Symphyotrichum lateriflorum,4,Erigeron annuus,Asteraceae,ERIANN,native,0,1,forb,biennial,eastern daisy fleabane
Symphyotrichum lateriflorum,4,Eupatorium perfoliatum,Asteraceae,EUPPER,native,4,-2,forb,perennial,common boneset
Symphyotrichum lateriflorum,4,Eurybia macrophylla,Asteraceae,ASTMAC,native,9,1,forb,perennial,large-leaf wood-aster
Symphyotrichum lateriflorum,4,Euthamia graminifolia,Asteraceae,EUTGRA,native,4,-1,forb,perennial,flat-top goldentop
Symphyotrichum lateriflorum,4,Eutrochium maculatum,Asteraceae,EUPMAC,native,5,-2,forb,perennial,spotted trumpetweed
Symphyotrichum lateriflorum,4,Fraxinus pennsylvanica,Oleaceae,FRAPEN,native,4,-1,tree,perennial,green ash
Symphyotrichum lateriflorum,4,Galium tinctorium,Rubiaceae,GALTIN,native,8,-2,forb,perennial,stiff marsh bedstraw
Symphyotrichum lateriflorum,4,Galium trifidum,Rubiaceae,GALTRD,native,9,-1,forb,perennial,three-petal bedstraw
Symphyotrichum lateriflorum,4,Glechoma hederacea,Lamiaceae,GLEHED,non-native,0,1,forb,perennial,groundivy
Symphyotrichum lateriflorum,4,Impatiens capensis,Balsaminaceae,IMPCAP,native,3,-1,forb,annual,spotted touch-me-not
Symphyotrichum lateriflorum,4,Iris virginica var. shrevei,Iridaceae,IRIVIR,native,5,-2,forb,perennial,virginia blueflag
Symphyotrichum lateriflorum,4,Juglans nigra,Juglandaceae,JUGNIG,native,3,1,tree,perennial,black walnut
Symphyotrichum lateriflorum,4,Juncus canadensis,Juncaceae,JUNCAN,native,5,-2,forb,perennial,canadian rush
Symphyotrichum lateriflorum,4,Juncus dudleyi,Juncaceae,JUNDUD,native,2,-1,forb,perennial,dudleys rush
Symphyotrichum lateriflorum,4,Juncus effusus ssp. solutus,Juncaceae,JUNEFF,native,5,-2,forb,perennial,lamp rush
Symphyotrichum lateriflorum,4,Juncus tenuis,Juncaceae,JUNTEN,native,0,0,forb,perennial,lesser poverty rush
Symphyotrichum lateriflorum,4,Juncus torreyi,Juncaceae,JUNTOR,native,2,-1,forb,perennial,torreys rush
Symphyotrichum lateriflorum,4,Lactuca canadensis,Asteraceae,LACCAN,native,1,1,forb,biennial,canadian blue lettuce
Symphyotrichum lateriflorum,4,Leersia oryzoides,Poaceae,LEEORY,native,3,-2,grass,perennial,rice cut grass
Symphyotrichum lateriflorum,4,Lemna minor,Lemnaceae,LEMMIO,native,5,-2,forb,annual,common duckweed
Symphyotrichum lateriflorum,4,Lindera benzoin,Lauraceae,LINBEN,native,5,-1,shrub,perennial,northern spicebush
Symphyotrichum lateriflorum,4,Liriodendron tulipifera,Magnoliaceae,LIRTUL,native,5,1,tree,perennial,tuliptree
Symphyotrichum lateriflorum,4,Lobelia siphilitica,Campanulaceae,LOBSIP,native,4,-2,forb,perennial,great blue lobelia
Symphyotrichum lateriflorum,4,Lycopus americanus,Lamiaceae,LYCAME,native,4,-2,forb,perennial,cut-leaf water-horehound
Symphyotrichum lateriflorum,4,Melilotus albus,Fabaceae,MELALB,non-native,0,2,forb,biennial,white sweet-clover
Symphyotrichum lateriflorum,4,Monarda fistulosa,Lamiaceae,MONFIS,native,4,1,forb,perennial,oswego-tea
Symphyotrichum lateriflorum,4,Nuphar variegata,Nymphaeaceae,NUPVAR,native,8,-2,forb,perennial,bullhead lily
Symphyotrichum lateriflorum,4,Panicum virgatum,Poaceae,PANVIR,native,3,0,grass,perennial,wand panic grass
Symphyotrichum lateriflorum,4,Persicaria amphibia,Polygonaceae,PERAMP,native,4,-2,forb,perennial,water smartweed
Symphyotrichum lateriflorum,4,Persicaria maculosa,Polygonaceae,PERMAC,non-native,0,-1,forb,annual,ladys-thumb
Symphyotrichum lateriflorum,4,Phleum pratense,Poaceae,PHLPRA,non-native,0,1,grass,perennial,common timothy
Symphyotrichum lateriflorum,4,Phragmites australis ssp. australis,Poaceae,PHRAUSU,non-native,0,-1,grass,perennial,common reed
Symphyotrichum lateriflorum,4,Pilea pumila,Urticaceae,PILPUM,native,2,-1,forb,annual,canadian clearweed
Symphyotrichum lateriflorum,4,Plantago lanceolata,Plantaginaceae,PLALAN,non-native,0,1,forb,perennial,english plantain
Symphyotrichum lateriflorum,4,Plantago major,Plantaginaceae,PLAMAJ,non-native,0,0,forb,perennial,great plantain
Symphyotrichum lateriflorum,4,Platanus occidentalis,Platanaceae,PLAOCC,native,5,-1,tree,perennial,american sycamore
Symphyotrichum lateriflorum,4,Pontederia cordata,Pontederiaceae,PONCOR,native,9,-2,forb,perennial,pickerelweed
Symphyotrichum lateriflorum,4,Populus deltoides,Salicaceae,POPDEL,native,0,0,tree,perennial,eastern cottonwood
Symphyotrichum lateriflorum,4,Prunella vulgaris ssp. vulgaris,Lamiaceae,PRUVULV,non-native,0,0,forb,perennial,common selfheal
Symphyotrichum lateriflorum,4,Quercus bicolor,Fagaceae,QUEBIC,native,5,-1,tree,perennial,swamp white oak
Symphyotrichum lateriflorum,4,Quercus palustris,Fagaceae,QUEPAU,native,5,-1,tree,perennial,pin oak
Symphyotrichum lateriflorum,4,Rhus hirta,Anacardiaceae,RHUHIR,native,1,2,tree,perennial,staghorn sumac
Symphyotrichum lateriflorum,4,Robinia pseudoacacia,Fabaceae,ROBPSE,non-native,0,1,tree,perennial,black locust
Symphyotrichum lateriflorum,4,Rosa multiflora,Rosaceae,ROSMUL,non-native,0,1,shrub,perennial,rambler rose
Symphyotrichum lateriflorum,4,Rosa palustris,Rosaceae,ROSPAL,native,8,-2,shrub,perennial,swamp rose
Symphyotrichum lateriflorum,4,Rumex britannica,Polygonaceae,RUMBRI,native,8,-2,forb,perennial,greater water dock
Symphyotrichum lateriflorum,4,Sagittaria latifolia,Alismataceae,SAGLAT,native,3,-2,forb,perennial,duck-potato
Symphyotrichum lateriflorum,4,Salix amygdaloides,Salicaceae,SALAMY,native,4,-1,tree,perennial,peach-leaf willow
Symphyotrichum lateriflorum,4,Salix discolor,Salicaceae,SALDIS,native,3,-1,shrub,perennial,pussy willow
Symphyotrichum lateriflorum,4,Salix interior,Salicaceae,SALINT,native,2,-1,shrub,perennial,sandbar willow
Symphyotrichum lateriflorum,4,Salix nigra,Salicaceae,SALNIG,native,5,-2,tree,perennial,black willow
Symphyotrichum lateriflorum,4,Schoenoplectus tabernaemontani,Cyperaceae,SCHTAB,native,3,-2,sedge,perennial,soft-stem club-rush
Symphyotrichum lateriflorum,4,Scirpus atrovirens,Cyperaceae,SCIATV,native,4,-2,sedge,perennial,dark-green bulrush
Symphyotrichum lateriflorum,4,Scirpus cyperinus,Cyperaceae,SCICYP,native,6,-2,sedge,perennial,cottongrass bulrush
Symphyotrichum lateriflorum,4,Senecio hieraciifolius,Asteraceae,EREHIE,native,0,0,forb,annual,american burnweed
Symphyotrichum lateriflorum,4,Solidago altissima,Asteraceae,SOLALT,native,1,1,forb,perennial,tall goldenrod
Symphyotrichum lateriflorum,4,Symphyotrichum novae-angliae,Asteraceae,ASTNOV,native,3,-1,forb,perennial,new england american-aster
Symphyotrichum lateriflorum,4,Symphyotrichum pilosum,Asteraceae,ASTPIL,native,0,1,forb,perennial,white oldfield american-aster
Symphyotrichum lateriflorum,4,Symphyotrichum puniceum,Asteraceae,ASTPUN,native,8,-2,forb,perennial,purple-stem american-aster
Symphyotrichum lateriflorum,4,Teucrium canadense,Lamiaceae,TEUCAN,native,3,-1,forb,perennial,american germander
Symphyotrichum lateriflorum,4,Toxicodendron radicans ssp. negundo,Anacardiaceae,TOXRADN,native,2,0,vine,perennial,eastern poison-ivy
Symphyotrichum lateriflorum,4,Trifolium pratense,Fabaceae,TRIPRA,non-native,0,1,forb,perennial,red clover
Symphyotrichum lateriflorum,4,Typha x glauca,Typhaceae,TYPGLA,non-native,0,-2,forb,perennial,hybrid cat-tail
Symphyotrichum lateriflorum,4,Ulmus americana,Ulmaceae,ULMAME,native,3,-1,tree,perennial,american elm
Symphyotrichum lateriflorum,4,Verbena hastata,Verbenaceae,VERHAS,native,4,-1,forb,perennial,simplers-joy
Symphyotrichum lateriflorum,4,Verbena urticifolia,Verbenaceae,VERURT,native,2,0,forb,perennial,white vervain
Symphyotrichum lateriflorum,4,Vernonia missurica,Asteraceae,VERMIS,native,4,0,forb,perennial,missouri ironweed
Symphyotrichum lateriflorum,4,Vitis riparia,Vitaceae,VITRIP,native,1,-1,vine,perennial,river-bank grape
Symphyotrichum lateriflorum,4,Alisma subcordatum,Alismataceae,ALISUB,native,3,-2,forb,perennial,american water-plantain
Symphyotrichum lateriflorum,4,Apocynum cannabinum,Apocynaceae,APOCAN,native,2,0,forb,perennial,indian-hemp
Symphyotrichum lateriflorum,4,Bidens cernua,Asteraceae,BIDCER,native,3,-2,forb,annual,nodding burr-marigold
Symphyotrichum lateriflorum,4,Bidens frondosa,Asteraceae,BIDFRO,native,1,-1,forb,annual,devils-pitchfork
Symphyotrichum lateriflorum,4,Boehmeria cylindrica,Urticaceae,BOECYL,native,5,-2,forb,perennial,small-spike false nettle
Symphyotrichum lateriflorum,4,Carex cristatella,Cyperaceae,CXCRIS,native,4,-1,sedge,perennial,crested sedge
Symphyotrichum lateriflorum,4,Carex lupulina,Cyperaceae,CXLUPN,native,6,-2,sedge,perennial,hop sedge
Symphyotrichum lateriflorum,4,Carex lurida,Cyperaceae,CXLURI,native,5,-2,sedge,perennial,sallow sedge
Symphyotrichum lateriflorum,4,Carex vulpinoidea,Cyperaceae,CXVULP,native,2,-1,sedge,perennial,common fox sedge
Symphyotrichum lateriflorum,4,Cephalanthus occidentalis,Rubiaceae,CEPOCC,native,5,-2,shrub,perennial,common buttonbush
Symphyotrichum lateriflorum,4,Cicuta maculata,Apiaceae,CICMAC,native,6,-2,forb,perennial,spotted water-hemlock
Symphyotrichum lateriflorum,4,Dichanthelium clandestinum,Poaceae,DICCLA,native,4,-1,grass,perennial,deer-tongue rosette grass
Symphyotrichum lateriflorum,4,Eleocharis obtusa,Cyperaceae,ELEOBT,native,3,-2,sedge,annual,blunt spike-rush
Symphyotrichum lateriflorum,4,Eleocharis palustris,Cyperaceae,ELEERY,native,1,-2,sedge,perennial,common spike-rush
Symphyotrichum lateriflorum,4,Epilobium coloratum,Onagraceae,EPICOL,native,3,-2,forb,perennial,purple-leaf willowherb
Symphyotrichum lateriflorum,4,Erigeron annuus,Asteraceae,ERIANN,native,0,1,forb,biennial,eastern daisy fleabane
Symphyotrichum lateriflorum,4,Eupatorium perfoliatum,Asteraceae,EUPPER,native,4,-2,forb,perennial,common boneset
Symphyotrichum lateriflorum,4,Euthamia graminifolia,Asteraceae,EUTGRA,native,4,-1,forb,perennial,flat-top goldentop
Symphyotrichum lateriflorum,4,Glyceria striata,Poaceae,GLYSTR,native,4,-2,grass,perennial,fowl manna grass
Symphyotrichum lateriflorum,4,Heliopsis helianthoides,Asteraceae,HELHEL,native,7,1,forb,perennial,smooth oxeye
Symphyotrichum lateriflorum,4,Impatiens capensis,Balsaminaceae,IMPCAP,native,3,-1,forb,annual,spotted touch-me-not
Symphyotrichum lateriflorum,4,Leersia oryzoides,Poaceae,LEEORY,native,3,-2,grass,perennial,rice cut grass
Symphyotrichum lateriflorum,4,Ludwigia palustris,Onagraceae,LUDPAL,native,3,-2,forb,perennial,marsh primrose-willow
Symphyotrichum lateriflorum,4,Lycopus americanus,Lamiaceae,LYCAME,native,4,-2,forb,perennial,cut-leaf water-horehound
Symphyotrichum lateriflorum,4,Lythrum salicaria,Lythraceae,LYTSAL,non-native,0,-2,forb,perennial,purple loosestrife
Symphyotrichum lateriflorum,4,Mimulus ringens,Scrophulariaceae,MIMRIN,native,4,-2,forb,perennial,allegheny monkey-flower
Symphyotrichum lateriflorum,4,Persicaria hydropiperoides,Polygonaceae,PERHYO,native,6,-2,forb,perennial,swamp smartweed
Symphyotrichum lateriflorum,4,Persicaria maculosa,Polygonaceae,PERMAC,non-native,0,-1,forb,annual,ladys-thumb
Symphyotrichum lateriflorum,4,Persicaria punctata,Polygonaceae,PERPUN,native,4,-2,forb,annual,dotted smartweed
Symphyotrichum lateriflorum,4,Persicaria sagittata,Polygonaceae,PERSAG,native,7,-2,forb,annual,arrow-leaf tearthumb
Symphyotrichum lateriflorum,4,Phalaris arundinacea,Poaceae,PHAARU,non-native,0,-1,grass,perennial,reed canary grass
Symphyotrichum lateriflorum,4,Phragmites australis ssp. australis,Poaceae,PHRAUSU,non-native,0,-1,grass,perennial,common reed
Symphyotrichum lateriflorum,4,Pilea pumila,Urticaceae,PILPUM,native,2,-1,forb,annual,canadian clearweed
Symphyotrichum lateriflorum,4,Plantago major,Plantaginaceae,PLAMAJ,non-native,0,0,forb,perennial,great plantain
Symphyotrichum lateriflorum,4,Rosa multiflora,Rosaceae,ROSMUL,non-native,0,1,shrub,perennial,rambler rose
Symphyotrichum lateriflorum,4,Rubus allegheniensis,Rosaceae,RUBALL,native,3,1,shrub,perennial,allegheny blackberry
Symphyotrichum lateriflorum,4,Salix amygdaloides,Salicaceae,SALAMY,native,4,-1,tree,perennial,peach-leaf willow
Symphyotrichum lateriflorum,4,Sassafras albidum,Lauraceae,SASALB,native,3,1,tree,perennial,sassafras
Symphyotrichum lateriflorum,4,Scirpus cyperinus,Cyperaceae,SCICYP,native,6,-2,sedge,perennial,cottongrass bulrush
Symphyotrichum lateriflorum,4,Senecio hieraciifolius,Asteraceae,EREHIE,native,0,0,forb,annual,american burnweed
Symphyotrichum lateriflorum,4,Solanum carolinense,Solanaceae,SOLCAR,non-native,0,1,forb,perennial,carolina horse-nettle
Symphyotrichum lateriflorum,4,Solanum dulcamara,Solanaceae,SOLDUL,non-native,0,0,vine,perennial,climbing nightshade
Symphyotrichum lateriflorum,4,Solidago altissima,Asteraceae,SOLALT,native,1,1,forb,perennial,tall goldenrod
Symphyotrichum lateriflorum,4,Symphyotrichum novae-angliae,Asteraceae,ASTNOV,native,3,-1,forb,perennial,new england american-aster
Symphyotrichum lateriflorum,4,Typha x glauca,Typhaceae,TYPGLA,non-native,0,-2,forb,perennial,hybrid cat-tail
Symphyotrichum lateriflorum,4,Ulmus americana,Ulmaceae,ULMAME,native,3,-1,tree,perennial,american elm
Symphyotrichum lateriflorum,4,Vitis riparia,Vitaceae,VITRIP,native,1,-1,vine,perennial,river-bank grape
Symphyotrichum lateriflorum,4,Agrimonia gryposepala,Rosaceae,AGRGRY,native,2,1,forb,perennial,tall hairy grooveburr
Symphyotrichum lateriflorum,4,Agrostis gigantea,Poaceae,AGRALB,non-native,0,-1,grass,perennial,black bent
Symphyotrichum lateriflorum,4,Ambrosia artemisiifolia,Asteraceae,AMBART,native,0,1,forb,annual,annual ragweed
Symphyotrichum lateriflorum,4,Asclepias syriaca,Asclepiadaceae,ASCSYR,native,0,1,forb,perennial,common milkweed
Symphyotrichum lateriflorum,4,Bidens frondosa,Asteraceae,BIDFRO,native,1,-1,forb,annual,devils-pitchfork
Symphyotrichum lateriflorum,4,Bromus inermis,Poaceae,BROINE,non-native,0,1,grass,perennial,smooth brome
Symphyotrichum lateriflorum,4,Calystegia sepium,Convolvulaceae,CALSEP,native,1,0,forb,perennial,hedge false bindweed
Symphyotrichum lateriflorum,4,Carex vulpinoidea,Cyperaceae,CXVULP,native,2,-1,sedge,perennial,common fox sedge
Symphyotrichum lateriflorum,4,Cephalanthus occidentalis,Rubiaceae,CEPOCC,native,5,-2,shrub,perennial,common buttonbush
Symphyotrichum lateriflorum,4,Cicuta maculata,Apiaceae,CICMAC,native,6,-2,forb,perennial,spotted water-hemlock
Symphyotrichum lateriflorum,4,Cirsium arvense,Asteraceae,CIRARV,non-native,0,1,forb,perennial,canadian thistle
Symphyotrichum lateriflorum,4,Convolvulus arvensis,Convolvulaceae,CONARV,non-native,0,2,forb,perennial,field bindweed
Symphyotrichum lateriflorum,4,Cyperus strigosus,Cyperaceae,CYPSTR,native,1,-1,sedge,perennial,straw-color flat sedge
Symphyotrichum lateriflorum,4,Daucus carota,Apiaceae,DAUCAR,non-native,0,2,forb,biennial,queen annes lace
Symphyotrichum lateriflorum,4,Echinochloa crus-galli,Poaceae,ECHCRU,native,0,-1,grass,annual,large barnyard grass
Symphyotrichum lateriflorum,4,Erigeron annuus,Asteraceae,ERIANN,native,0,1,forb,biennial,eastern daisy fleabane
Symphyotrichum lateriflorum,4,Euthamia graminifolia,Asteraceae,EUTGRA,native,4,-1,forb,perennial,flat-top goldentop
Symphyotrichum lateriflorum,4,Fraxinus pennsylvanica,Oleaceae,FRAPEN,native,4,-1,tree,perennial,green ash
Symphyotrichum lateriflorum,4,Helenium autumnale,Asteraceae,HELAUT,native,5,-1,forb,perennial,fall sneezeweed
Symphyotrichum lateriflorum,4,Hypericum punctatum,Clusiaceae,HYPPUN,native,4,0,forb,perennial,spotted st. johns-wort
Symphyotrichum lateriflorum,4,Impatiens capensis,Balsaminaceae,IMPCAP,native,3,-1,forb,annual,spotted touch-me-not
Symphyotrichum lateriflorum,4,Juncus effusus ssp. solutus,Juncaceae,JUNEFF,native,5,-2,forb,perennial,lamp rush
Symphyotrichum lateriflorum,4,Lycopus americanus,Lamiaceae,LYCAME,native,4,-2,forb,perennial,cut-leaf water-horehound
Symphyotrichum lateriflorum,4,Lythrum salicaria,Lythraceae,LYTSAL,non-native,0,-2,forb,perennial,purple loosestrife
Symphyotrichum lateriflorum,4,Melilotus albus,Fabaceae,MELALB,non-native,0,2,forb,biennial,white sweet-clover
Symphyotrichum lateriflorum,4,Melilotus officinalis,Fabaceae,MELLOF,non-native,0,1,forb,biennial,yellow sweet-clover
Symphyotrichum lateriflorum,4,Parthenocissus quinquefolia,Vitaceae,PARQUI,native,4,1,vine,perennial,virginia-creeper
Symphyotrichum lateriflorum,4,Phalaris arundinacea,Poaceae,PHAARU,non-native,0,-1,grass,perennial,reed canary grass
Symphyotrichum lateriflorum,4,Phragmites australis ssp. australis,Poaceae,PHRAUSU,non-native,0,-1,grass,perennial,common reed
Symphyotrichum lateriflorum,4,Plantago rugelii,Plantaginaceae,PLARUG,native,0,0,forb,annual,black-seed plantain
Symphyotrichum lateriflorum,4,Populus deltoides,Salicaceae,POPDEL,native,0,0,tree,perennial,eastern cottonwood
Symphyotrichum lateriflorum,4,Rumex crispus,Polygonaceae,RUMCRI,non-native,0,0,forb,perennial,curly dock
Symphyotrichum lateriflorum,4,Scirpus atrovirens,Cyperaceae,SCIATV,native,4,-2,sedge,perennial,dark-green bulrush
Symphyotrichum lateriflorum,4,Solidago altissima,Asteraceae,SOLALT,native,1,1,forb,perennial,tall goldenrod
Symphyotrichum lateriflorum,4,Symphyotrichum pilosum,Asteraceae,ASTPIL,native,0,1,forb,perennial,white oldfield american-aster
Symphyotrichum lateriflorum,4,Symphyotrichum puniceum,Asteraceae,ASTPUN,native,8,-2,forb,perennial,purple-stem american-aster
Symphyotrichum lateriflorum,4,Trifolium hybridum,Fabaceae,TRIHYB,non-native,0,1,forb,perennial,alsike clover
Symphyotrichum lateriflorum,4,Typha x glauca,Typhaceae,TYPGLA,non-native,0,-2,forb,perennial,hybrid cat-tail
Symphyotrichum lateriflorum,4,Verbena hastata,Verbenaceae,VERHAS,native,4,-1,forb,perennial,simplers-joy
Symphyotrichum lateriflorum,4,Verbena urticifolia,Verbenaceae,VERURT,native,2,0,forb,perennial,white vervain
Symphyotrichum lateriflorum,4,Vitis riparia,Vitaceae,VITRIP,native,1,-1,vine,perennial,river-bank grape
Symphyotrichum lateriflorum,4,Ambrosia trifida,Asteraceae,AMBTRI,native,0,0,forb,annual,great ragweed
Symphyotrichum lateriflorum,4,Boehmeria cylindrica,Urticaceae,BOECYL,native,5,-2,forb,perennial,small-spike false nettle
Symphyotrichum lateriflorum,4,Carex frankii,Cyperaceae,CXFRAN,native,4,-2,sedge,perennial,franks sedge
Symphyotrichum lateriflorum,4,Carex grayi,Cyperaceae,CXGRAY,native,7,-1,sedge,perennial,grays sedge
Symphyotrichum lateriflorum,4,Carex tribuloides,Cyperaceae,CXTRIB,native,7,-2,sedge,perennial,blunt broom sedge
Symphyotrichum lateriflorum,4,Carex vulpinoidea,Cyperaceae,CXVULP,native,2,-1,sedge,perennial,common fox sedge
Symphyotrichum lateriflorum,4,Carya laciniosa,Juglandaceae,CARLAC,native,9,-1,tree,perennial,shell-bark hickory
Symphyotrichum lateriflorum,4,Cirsium arvense,Asteraceae,CIRARV,non-native,0,1,forb,perennial,canadian thistle
Symphyotrichum lateriflorum,4,Daucus carota,Apiaceae,DAUCAR,non-native,0,2,forb,biennial,queen annes lace
Symphyotrichum lateriflorum,4,Elymus virginicus,Poaceae,ELYVIR,native,3,-1,grass,perennial,virginia wild rye
Symphyotrichum lateriflorum,4,Helenium autumnale,Asteraceae,HELAUT,native,5,-1,forb,perennial,fall sneezeweed
Symphyotrichum lateriflorum,4,Lindera benzoin,Lauraceae,LINBEN,native,5,-1,shrub,perennial,northern spicebush
Symphyotrichum lateriflorum,4,Parthenocissus quinquefolia,Vitaceae,PARQUI,native,4,1,vine,perennial,virginia-creeper
Symphyotrichum lateriflorum,4,Phleum pratense,Poaceae,PHLPRA,non-native,0,1,grass,perennial,common timothy
Symphyotrichum lateriflorum,4,Rubus allegheniensis,Rosaceae,RUBALL,native,3,1,shrub,perennial,allegheny blackberry
Symphyotrichum lateriflorum,4,Rumex crispus,Polygonaceae,RUMCRI,non-native,0,0,forb,perennial,curly dock
Symphyotrichum lateriflorum,4,Salix nigra,Salicaceae,SALNIG,native,5,-2,tree,perennial,black willow
Symphyotrichum lateriflorum,4,Solidago altissima,Asteraceae,SOLALT,native,1,1,forb,perennial,tall goldenrod
Symphyotrichum lateriflorum,4,Symphyotrichum pilosum,Asteraceae,ASTPIL,native,0,1,forb,perennial,white oldfield american-aster
Symphyotrichum lateriflorum,4,Taraxacum officinale,Asteraceae,TAROFF,non-native,0,1,forb,perennial,common dandelion
Symphyotrichum lateriflorum,4,Toxicodendron radicans ssp. negundo,Anacardiaceae,TOXRADN,native,2,0,vine,perennial,eastern poison-ivy
Symphyotrichum lateriflorum,4,Vitis riparia,Vitaceae,VITRIP,native,1,-1,vine,perennial,river-bank grape
Symphyotrichum lateriflorum,4,Acer rubrum,Aceraceae,ACERUB,native,5,0,tree,perennial,red maple
Symphyotrichum lateriflorum,4,Ambrosia artemisiifolia,Asteraceae,AMBART,native,0,1,forb,annual,annual ragweed
